Order ID,Order Date,Product ID,Product Category,Supplier,Warehouse,Inventory Quantity,Reorder Level,Lead Time,Transportation Cost,Delivery Date,Delivery Delay (Days),Sales Quantity,Sales Revenue,Customer Region,Customer ID,Order Status,Purchase Cost,Profit Margin,Is On-Time,Is Stockout Risk
ORD-101751,2023-05-19 23:51:30,PRD-0034,Packaging Materials,Supplier-03,WH-West,528,410,26,312.44,2023-06-14 23:51:30,0,27,6888.19,Europe,CUST-00468,Delivered,5774.17,0.1617,True,False
ORD-100939,2023-05-20 00:21:57,PRD-0056,Electronics,Supplier-16,WH-West,214,169,21,348.22,2023-06-10 00:21:57,6,7,1409.24,North America,CUST-00753,Delivered,898.3,0.3626,False,False
ORD-104278,2023-05-20 07:29:53,PRD-0006,Raw Materials,Supplier-05,WH-South,227,162,31,447.63,2023-06-20 07:29:53,4,6,2891.08,Latin America,CUST-00832,Delivered,2435.28,0.1577,False,False
ORD-106471,2023-05-20 07:29:53,PRD-0001,Industrial Equipment,Supplier-18,WH-Central,320,271,23,315.87,2023-06-12 07:29:53,0,21,10318.46,Europe,CUST-00796,Delivered,8152.2,0.2099,True,False
ORD-108506,2023-05-20 12:46:22,PRD-0033,Industrial Equipment,Supplier-11,WH-Central,267,194,13,171.52,2023-06-02 12:46:22,0,8,213.95,Latin America,CUST-01246,Delivered,156.34,0.2693,True,False
ORD-107582,2023-05-20 12:46:22,PRD-0040,Consumer Goods,Supplier-01,WH-North,505,400,27,611.55,2023-06-16 12:46:22,2,17,2733.49,Europe,CUST-00571,Delivered,1877.43,0.3132,False,False
ORD-107951,2023-05-20 13:58:03,PRD-0037,Automotive Parts,Supplier-10,WH-North,349,332,12,199.16,2023-06-01 13:58:03,0,22,10124.88,Australia & Oceania,CUST-00317,Delivered,7704.42,0.2391,True,False
ORD-105343,2023-05-20 14:35:21,PRD-0033,Industrial Equipment,Supplier-11,WH-North,240,194,16,135.89,2023-06-05 14:35:21,0,16,425.48,Middle East & Africa,CUST-00829,Delivered,312.68,0.2651,True,False
ORD-105699,2023-05-20 14:35:21,PRD-0045,Packaging Materials,Supplier-08,WH-North,221,195,21,432.01,2023-06-10 14:35:21,0,11,363.65,North America,CUST-01158,Delivered,264.65,0.2722,True,False
ORD-107119,2023-05-20 17:09:53,PRD-0002,Packaging Materials,Supplier-16,WH-South,192,131,13,283.73,2023-06-02 17:09:53,0,6,1373.28,Europe,CUST-00607,Delivered,1183.39,0.1383,True,False
ORD-105645,2023-05-20 17:09:53,PRD-0032,Packaging Materials,Supplier-06,WH-North,633,490,16,381.63,2023-06-05 17:09:53,4,37,4501.77,North America,CUST-01087,Delivered,3350.64,0.2557,False,False
ORD-104013,2023-05-20 17:09:53,PRD-0057,Automotive Parts,Supplier-15,WH-Central,125,77,19,333.53,2023-06-08 17:09:53,4,7,303.53,Latin America,CUST-00559,Delivered,244.64,0.194,False,False
ORD-101714,2023-05-20 22:02:14,PRD-0040,Consumer Goods,Supplier-01,WH-East,544,400,26,411.62,2023-06-15 22:02:14,1,33,5089.3,Europe,CUST-00142,Delivered,3644.42,0.2839,False,False
ORD-106040,2023-05-20 22:02:14,PRD-0053,Consumer Goods,Supplier-18,WH-West,446,358,24,534.7,2023-06-13 22:02:14,0,14,3159.92,Middle East & Africa,CUST-00674,Delivered,1904.28,0.3974,True,False
ORD-103139,2023-05-21 00:44:56,PRD-0030,Raw Materials,Supplier-03,WH-West,667,456,23,497.62,2023-06-13 00:44:56,0,32,1815.89,Latin America,CUST-00145,Delivered,1451.91,0.2004,True,False
ORD-102765,2023-05-21 00:44:56,PRD-0045,Packaging Materials,Supplier-08,WH-South,269,195,17,304.34,2023-06-07 00:44:56,0,12,403.22,Middle East & Africa,CUST-00518,Delivered,288.71,0.284,True,False
ORD-100840,2023-05-21 01:46:48,PRD-0042,Consumer Goods,Supplier-04,WH-East,161,110,11,170.05,2023-06-01 01:46:48,0,9,1387.22,Europe,CUST-00555,Delivered,817.47,0.4107,True,False
ORD-108795,2023-05-21 03:00:26,PRD-0014,Automotive Parts,Supplier-02,WH-North,244,218,7,100.69,2023-05-28 03:00:26,1,13,2648.99,North America,CUST-00614,Delivered,2386.55,0.0991,False,False
ORD-102351,2023-05-21 03:00:26,PRD-0057,Automotive Parts,Supplier-15,WH-Central,125,77,13,115.22,2023-06-03 03:00:26,0,4,173.35,Middle East & Africa,CUST-00122,Delivered,139.79,0.1936,True,False
ORD-107522,2023-05-21 05:13:21,PRD-0031,Electronics,Supplier-03,WH-Central,153,157,26,474.32,2023-06-16 05:13:21,0,10,4639.84,Middle East & Africa,CUST-01375,Delivered,3499.46,0.2458,True,True
ORD-107845,2023-05-21 11:32:48,PRD-0039,Electronics,Supplier-13,WH-North,370,327,32,594.61,2023-06-22 11:32:48,3,18,8256.25,Middle East & Africa,CUST-01151,Delivered,6796.55,0.1768,False,False
ORD-106780,2023-05-21 11:32:48,PRD-0032,Packaging Materials,Supplier-06,WH-Central,751,490,8,96.29,2023-05-29 11:32:48,0,32,4157.67,Europe,CUST-00147,Delivered,2897.85,0.303,True,False
ORD-104017,2023-05-21 19:11:24,PRD-0034,Packaging Materials,Supplier-03,WH-Central,417,410,26,494.04,2023-06-16 19:11:24,0,36,9818.86,Latin America,CUST-00719,Delivered,7698.89,0.2159,True,False
ORD-107075,2023-05-21 19:18:21,PRD-0052,Automotive Parts,Supplier-06,WH-North,278,223,13,203.01,2023-06-03 19:18:21,1,26,5677.28,Middle East & Africa,CUST-00639,Delivered,5153.01,0.0923,False,False
ORD-108799,2023-05-21 23:58:49,PRD-0039,Electronics,Supplier-13,WH-West,157,327,33,305.31,2023-06-23 23:58:49,4,33,16359.06,Latin America,CUST-00785,Delivered,12460.34,0.2383,False,True
ORD-103089,2023-05-22 02:53:53,PRD-0011,Packaging Materials,Supplier-16,WH-North,214,177,18,175.14,2023-06-09 02:53:53,3,15,3773.27,Asia Pacific,CUST-00854,Delivered,2508.24,0.3353,False,False
ORD-103094,2023-05-22 02:53:53,PRD-0016,Electronics,Supplier-02,WH-West,427,285,4,53.18,2023-05-26 02:53:53,0,20,3478.46,North America,CUST-00940,Delivered,2599.75,0.2526,True,False
ORD-101343,2023-05-22 02:53:53,PRD-0018,Raw Materials,Supplier-11,WH-East,104,95,16,261.8,2023-06-07 02:53:53,0,6,1182.32,Middle East & Africa,CUST-00739,Delivered,1057.38,0.1057,True,False
ORD-100075,2023-05-22 03:28:10,PRD-0025,Packaging Materials,Supplier-17,WH-South,553,360,12,243.11,2023-06-03 03:28:10,0,26,8290.48,Australia & Oceania,CUST-00804,Delivered,6189.73,0.2534,True,False
ORD-107501,2023-05-22 06:54:35,PRD-0012,Industrial Equipment,Supplier-15,WH-North,82,72,14,229.43,2023-06-05 06:54:35,0,0,0.0,Europe,CUST-00897,Cancelled,0.0,0.0,False,False
ORD-106631,2023-05-22 06:54:35,PRD-0041,Electronics,Supplier-04,WH-East,635,382,15,311.96,2023-06-06 06:54:35,3,33,8335.68,Latin America,CUST-01188,Delayed,5888.3,0.2936,False,False
ORD-105556,2023-05-22 06:54:35,PRD-0042,Consumer Goods,Supplier-04,WH-East,111,110,13,264.52,2023-06-04 06:54:35,1,5,843.76,Europe,CUST-01254,Delivered,454.15,0.4618,False,False
ORD-103208,2023-05-22 09:42:10,PRD-0056,Electronics,Supplier-16,WH-South,240,169,16,283.73,2023-06-07 09:42:10,1,12,2134.05,Middle East & Africa,CUST-00684,Delivered,1539.94,0.2784,False,False
ORD-100154,2023-05-22 11:14:08,PRD-0031,Electronics,Supplier-03,WH-North,239,157,30,374.0,2023-06-21 11:14:08,4,7,3331.76,Europe,CUST-00817,Delivered,2449.62,0.2648,False,False
ORD-103236,2023-05-22 11:14:08,PRD-0047,Packaging Materials,Supplier-10,WH-Central,716,485,22,270.84,2023-06-13 11:14:08,4,39,24009.33,Asia Pacific,CUST-01110,Delivered,16721.22,0.3036,False,False
ORD-107967,2023-05-22 14:57:38,PRD-0001,Industrial Equipment,Supplier-18,WH-North,309,271,24,450.93,2023-06-15 14:57:38,0,18,8603.3,Asia Pacific,CUST-00964,Delivered,6987.6,0.1878,True,False
ORD-101076,2023-05-22 15:03:39,PRD-0043,Consumer Goods,Supplier-15,WH-South,511,421,14,200.31,2023-06-05 15:03:39,0,32,14585.8,Europe,CUST-00230,Delivered,9905.13,0.3209,True,False
ORD-105365,2023-05-22 15:03:39,PRD-0051,Automotive Parts,Supplier-15,WH-East,510,402,13,239.4,2023-06-04 15:03:39,0,29,11901.77,Middle East & Africa,CUST-00084,Delayed,8573.38,0.2797,True,False
ORD-103495,2023-05-22 15:39:16,PRD-0044,Electronics,Supplier-01,WH-South,323,291,24,528.26,2023-06-15 15:39:16,0,17,1718.8,Latin America,CUST-00251,Delivered,1096.3,0.3622,True,False
ORD-107050,2023-05-22 15:39:16,PRD-0017,Industrial Equipment,Supplier-09,WH-East,711,452,7,100.6,2023-05-29 15:39:16,0,29,8802.86,North America,CUST-01016,Delivered,6439.34,0.2685,True,False
ORD-108510,2023-05-22 15:45:00,PRD-0026,Consumer Goods,Supplier-03,WH-West,113,94,28,244.52,2023-06-19 15:45:00,2,6,980.81,Asia Pacific,CUST-01042,Delivered,664.5,0.3225,False,False
ORD-105703,2023-05-22 15:45:00,PRD-0036,Industrial Equipment,Supplier-03,WH-Central,409,400,22,222.25,2023-06-13 15:45:00,0,14,5481.64,Asia Pacific,CUST-01344,Delivered,4444.48,0.1892,True,False
ORD-101821,2023-05-22 18:07:56,PRD-0031,Electronics,Supplier-03,WH-Central,134,157,25,359.6,2023-06-16 18:07:56,0,12,5780.75,Australia & Oceania,CUST-00176,Delivered,4199.36,0.2736,True,True
ORD-108974,2023-05-22 18:07:56,PRD-0047,Packaging Materials,Supplier-10,WH-West,656,485,21,232.17,2023-06-12 18:07:56,3,36,23123.06,Latin America,CUST-00242,Delayed,15434.97,0.3325,False,False
ORD-101072,2023-05-22 19:05:29,PRD-0034,Packaging Materials,Supplier-03,WH-South,631,410,25,206.61,2023-06-16 19:05:29,0,0,0.0,Latin America,CUST-00627,Cancelled,0.0,0.0,False,False
ORD-101050,2023-05-22 19:05:29,PRD-0055,Packaging Materials,Supplier-14,WH-North,175,162,20,327.03,2023-06-11 19:05:29,0,13,3925.17,North America,CUST-00132,Delayed,2763.22,0.296,True,False
ORD-103032,2023-05-22 19:05:29,PRD-0051,Automotive Parts,Supplier-15,WH-North,480,402,15,339.25,2023-06-06 19:05:29,0,34,13303.42,Latin America,CUST-00585,Delivered,10051.54,0.2444,True,False
ORD-101885,2023-05-23 01:15:16,PRD-0002,Packaging Materials,Supplier-16,WH-South,185,131,15,269.53,2023-06-07 01:15:16,0,7,1656.81,Europe,CUST-00749,Delivered,1380.62,0.1667,True,False
ORD-104434,2023-05-24 01:21:26,PRD-0012,Industrial Equipment,Supplier-15,WH-Central,108,72,17,326.9,2023-06-10 01:21:26,2,5,2066.79,Australia & Oceania,CUST-01261,Delayed,1550.57,0.2498,False,False
ORD-105018,2023-05-24 01:21:26,PRD-0054,Electronics,Supplier-10,WH-West,309,337,18,204.65,2023-06-11 01:21:26,0,19,8902.38,Asia Pacific,CUST-00706,Delivered,6359.97,0.2856,True,True
ORD-102118,2023-05-24 04:09:27,PRD-0023,Packaging Materials,Supplier-06,WH-East,343,231,11,177.01,2023-06-04 04:09:27,0,26,7893.11,Australia & Oceania,CUST-00436,Delivered,5493.93,0.304,True,False
ORD-104206,2023-05-24 06:38:41,PRD-0017,Industrial Equipment,Supplier-09,WH-South,460,452,8,194.99,2023-06-01 06:38:41,0,35,10290.01,Asia Pacific,CUST-00436,Delivered,7771.62,0.2447,True,False
ORD-108723,2023-05-24 08:36:43,PRD-0002,Packaging Materials,Supplier-16,WH-East,141,131,18,382.35,2023-06-11 08:36:43,3,9,2138.27,Australia & Oceania,CUST-00012,Delayed,1775.08,0.1699,False,False
ORD-100225,2023-05-24 11:00:46,PRD-0014,Automotive Parts,Supplier-02,WH-East,414,218,4,49.59,2023-05-28 11:00:46,0,16,3155.55,North America,CUST-01168,Delivered,2937.29,0.0692,True,False
ORD-103568,2023-05-24 11:00:46,PRD-0044,Electronics,Supplier-01,WH-North,319,291,23,326.26,2023-06-16 11:00:46,0,23,2356.86,Latin America,CUST-00822,Delivered,1483.23,0.3707,True,False
ORD-108659,2023-05-24 13:32:11,PRD-0010,Packaging Materials,Supplier-14,WH-Central,255,237,28,596.27,2023-06-21 13:32:11,7,18,4062.28,Asia Pacific,CUST-01079,Delivered,2833.01,0.3026,False,False
ORD-103840,2023-05-24 13:32:11,PRD-0024,Automotive Parts,Supplier-06,WH-West,548,466,14,256.37,2023-06-07 13:32:11,2,24,1419.36,Asia Pacific,CUST-01221,Delivered,1085.0,0.2356,False,False
ORD-103221,2023-05-24 13:32:11,PRD-0046,Industrial Equipment,Supplier-11,WH-North,364,281,17,385.73,2023-06-10 13:32:11,0,18,3930.69,North America,CUST-00379,Delivered,3145.28,0.1998,True,False
ORD-106669,2023-05-24 14:45:28,PRD-0056,Electronics,Supplier-16,WH-South,188,169,14,315.95,2023-06-07 14:45:28,0,18,3350.06,Australia & Oceania,CUST-00868,Delayed,2309.91,0.3105,True,False
ORD-105173,2023-05-24 14:45:28,PRD-0052,Automotive Parts,Supplier-06,WH-East,280,223,5,133.28,2023-05-29 14:45:28,0,21,4725.21,Europe,CUST-00121,Delivered,4162.05,0.1192,True,False
ORD-108432,2023-05-24 16:03:58,PRD-0045,Packaging Materials,Supplier-08,WH-West,285,195,22,410.88,2023-06-15 16:03:58,1,6,216.75,Middle East & Africa,CUST-00774,Delivered,144.35,0.334,False,False
ORD-105256,2023-05-24 22:00:22,PRD-0013,Packaging Materials,Supplier-18,WH-East,87,53,23,501.52,2023-06-16 22:00:22,0,3,863.09,North America,CUST-01052,Delivered,725.73,0.1591,True,False
ORD-105863,2023-05-25 11:35:56,PRD-0015,Electronics,Supplier-16,WH-East,755,466,9,215.52,2023-06-03 11:35:56,0,32,3960.72,Middle East & Africa,CUST-00242,Delivered,2972.7,0.2495,True,False
ORD-105107,2023-05-25 12:46:04,PRD-0052,Automotive Parts,Supplier-06,WH-Central,215,223,11,151.2,2023-06-05 12:46:04,0,14,3122.83,Middle East & Africa,CUST-00103,Delivered,2774.7,0.1115,True,True
ORD-107753,2023-05-25 13:42:24,PRD-0011,Packaging Materials,Supplier-16,WH-East,131,177,17,246.95,2023-06-11 13:42:24,2,9,2326.02,North America,CUST-01057,Delivered,1504.94,0.353,False,True
ORD-104024,2023-05-25 13:42:24,PRD-0046,Industrial Equipment,Supplier-11,WH-North,247,281,21,464.6,2023-06-15 13:42:24,4,16,3653.42,Middle East & Africa,CUST-01089,Delivered,2795.8,0.2347,False,True
ORD-108491,2023-05-25 13:42:42,PRD-0054,Electronics,Supplier-10,WH-South,410,337,27,547.5,2023-06-21 13:42:42,9,22,10770.74,Europe,CUST-01120,Delivered,7364.17,0.3163,False,False
ORD-104416,2023-05-25 13:42:42,PRD-0059,Packaging Materials,Supplier-10,WH-East,236,245,15,186.35,2023-06-09 13:42:42,0,18,2837.64,Latin America,CUST-00177,Delivered,2112.54,0.2555,True,True
ORD-102143,2023-05-25 15:39:45,PRD-0041,Electronics,Supplier-04,WH-North,570,382,7,171.55,2023-06-01 15:39:45,0,34,7668.91,Latin America,CUST-00731,Delivered,6066.73,0.2089,True,False
ORD-106829,2023-05-25 15:39:45,PRD-0015,Electronics,Supplier-16,WH-West,751,466,11,165.4,2023-06-05 15:39:45,0,34,3973.07,Europe,CUST-00780,Delivered,3158.49,0.205,True,False
ORD-103787,2023-05-25 15:39:45,PRD-0031,Electronics,Supplier-03,WH-West,196,157,23,214.17,2023-06-17 15:39:45,0,10,4888.23,Europe,CUST-00784,Delivered,3499.46,0.2841,True,False
ORD-106513,2023-05-25 20:12:35,PRD-0015,Electronics,Supplier-16,WH-West,854,466,14,314.11,2023-06-08 20:12:35,0,33,3992.3,Australia & Oceania,CUST-00976,Delivered,3065.6,0.2321,True,False
ORD-106309,2023-05-25 20:12:35,PRD-0030,Raw Materials,Supplier-03,WH-West,720,456,24,498.19,2023-06-18 20:12:35,0,43,2265.89,Latin America,CUST-00268,Delivered,1951.01,0.139,True,False
ORD-101338,2023-05-25 20:33:24,PRD-0038,Consumer Goods,Supplier-01,WH-West,478,339,23,516.55,2023-06-17 20:33:24,0,18,3350.67,North America,CUST-01043,Delivered,2159.62,0.3555,True,False
ORD-101805,2023-05-25 20:33:24,PRD-0023,Packaging Materials,Supplier-06,WH-North,303,231,12,269.22,2023-06-06 20:33:24,0,18,5982.54,North America,CUST-00524,Delivered,3803.49,0.3642,True,False
ORD-102832,2023-05-25 23:05:07,PRD-0019,Electronics,Supplier-07,WH-West,96,91,15,288.03,2023-06-09 23:05:07,0,6,121.69,Middle East & Africa,CUST-01091,Delivered,81.32,0.3317,True,False
ORD-103805,2023-05-26 03:12:21,PRD-0005,Packaging Materials,Supplier-10,WH-North,149,152,15,219.86,2023-06-10 03:12:21,0,13,236.9,Middle East & Africa,CUST-00571,Delivered,196.7,0.1697,True,True
ORD-108308,2023-05-26 04:35:58,PRD-0052,Automotive Parts,Supplier-06,WH-West,396,223,10,171.38,2023-06-05 04:35:58,0,15,3584.65,North America,CUST-00742,Delivered,2972.89,0.1707,True,False
ORD-103617,2023-05-26 04:35:58,PRD-0050,Industrial Equipment,Supplier-08,WH-West,431,258,21,354.13,2023-06-16 04:35:58,0,13,6365.64,Asia Pacific,CUST-01047,Delivered,4908.25,0.2289,True,False
ORD-100305,2023-05-26 04:35:58,PRD-0047,Packaging Materials,Supplier-10,WH-East,694,485,23,287.81,2023-06-18 04:35:58,5,24,14723.87,Middle East & Africa,CUST-00714,Delivered,10289.98,0.3011,False,False
ORD-106746,2023-05-27 10:48:52,PRD-0050,Industrial Equipment,Supplier-08,WH-East,314,258,21,450.83,2023-06-17 10:48:52,0,26,14594.15,Middle East & Africa,CUST-01211,Delivered,9816.5,0.3274,True,False
ORD-100110,2023-05-27 10:48:52,PRD-0034,Packaging Materials,Supplier-03,WH-East,515,410,30,323.51,2023-06-26 10:48:52,4,26,6934.73,Asia Pacific,CUST-00199,Delivered,5560.31,0.1982,False,False
ORD-103821,2023-05-27 11:54:26,PRD-0047,Packaging Materials,Supplier-10,WH-South,777,485,19,273.1,2023-06-15 11:54:26,1,38,23282.75,Latin America,CUST-00241,Delivered,16292.47,0.3002,False,False
ORD-104431,2023-05-27 15:18:11,PRD-0043,Consumer Goods,Supplier-15,WH-North,547,421,15,171.76,2023-06-11 15:18:11,0,30,14789.85,Latin America,CUST-01325,Delivered,9286.06,0.3721,True,False
ORD-108961,2023-05-27 20:00:22,PRD-0035,Consumer Goods,Supplier-09,WH-South,445,310,11,110.05,2023-06-07 20:00:22,3,19,5373.52,Middle East & Africa,CUST-00933,Delivered,3034.14,0.4354,False,False
ORD-100943,2023-05-27 21:40:42,PRD-0018,Raw Materials,Supplier-11,WH-Central,76,95,18,166.45,2023-06-14 21:40:42,1,8,1499.46,Australia & Oceania,CUST-00948,Delivered,1409.84,0.0598,False,True
ORD-102904,2023-05-27 21:40:42,PRD-0007,Automotive Parts,Supplier-05,WH-West,392,339,26,489.59,2023-06-22 21:40:42,0,19,5519.93,Latin America,CUST-01195,Delivered,3930.14,0.288,True,False
ORD-101063,2023-05-28 00:25:35,PRD-0050,Industrial Equipment,Supplier-08,WH-North,367,258,26,337.84,2023-06-23 00:25:35,5,13,6709.18,North America,CUST-00074,Delivered,4908.25,0.2684,False,False
ORD-107897,2023-05-28 11:42:23,PRD-0036,Industrial Equipment,Supplier-03,WH-West,402,400,29,553.38,2023-06-26 11:42:23,3,34,12356.14,Australia & Oceania,CUST-01033,Delivered,10793.73,0.1264,False,False
ORD-101522,2023-05-28 11:42:23,PRD-0051,Automotive Parts,Supplier-15,WH-North,650,402,17,369.72,2023-06-14 11:42:23,2,25,9583.87,North America,CUST-00178,Delivered,7390.84,0.2288,False,False
ORD-107532,2023-05-28 12:16:16,PRD-0003,Industrial Equipment,Supplier-05,WH-East,410,450,27,488.02,2023-06-24 12:16:16,0,25,4946.54,Europe,CUST-00476,Delivered,3756.16,0.2406,True,True
ORD-105166,2023-05-29 01:18:02,PRD-0008,Packaging Materials,Supplier-05,WH-East,442,307,27,497.14,2023-06-25 01:18:02,0,18,8041.01,Asia Pacific,CUST-00522,Delivered,5983.24,0.2559,True,False
ORD-105737,2023-05-29 01:18:02,PRD-0036,Industrial Equipment,Supplier-03,WH-North,630,400,23,316.78,2023-06-21 01:18:02,0,31,11187.65,Australia & Oceania,CUST-01060,Delivered,9841.34,0.1203,True,False
ORD-101487,2023-05-29 01:18:02,PRD-0019,Electronics,Supplier-07,WH-South,102,91,12,193.78,2023-06-10 01:18:02,0,6,124.58,Australia & Oceania,CUST-01215,Delivered,81.32,0.3472,True,False
ORD-102326,2023-05-29 01:37:02,PRD-0058,Consumer Goods,Supplier-16,WH-West,148,112,14,164.92,2023-06-12 01:37:02,0,11,4537.14,Australia & Oceania,CUST-00256,Delayed,2775.11,0.3884,True,False
ORD-102493,2023-05-29 06:41:27,PRD-0009,Automotive Parts,Supplier-18,WH-East,760,476,22,409.28,2023-06-20 06:41:27,0,37,1714.91,Europe,CUST-01235,Delivered,1461.08,0.148,True,False
ORD-106585,2023-05-29 06:41:27,PRD-0005,Packaging Materials,Supplier-10,WH-Central,254,152,25,350.38,2023-06-23 06:41:27,7,10,191.36,Middle East & Africa,CUST-01357,Delivered,151.31,0.2093,False,False
ORD-106347,2023-05-29 12:09:29,PRD-0056,Electronics,Supplier-16,WH-North,244,169,11,232.82,2023-06-09 12:09:29,0,6,1106.51,North America,CUST-00295,Delivered,769.97,0.3041,True,False
ORD-104937,2023-05-29 12:09:29,PRD-0043,Consumer Goods,Supplier-15,WH-Central,646,421,15,204.46,2023-06-13 12:09:29,0,25,12010.04,Australia & Oceania,CUST-00752,Delivered,7738.38,0.3557,True,False
ORD-108127,2023-05-29 15:56:38,PRD-0023,Packaging Materials,Supplier-06,WH-North,282,231,15,188.74,2023-06-13 15:56:38,3,10,3114.45,Australia & Oceania,CUST-00124,Delivered,2113.05,0.3215,False,False
ORD-103062,2023-05-29 15:56:38,PRD-0020,Industrial Equipment,Supplier-03,WH-West,651,425,23,385.47,2023-06-21 15:56:38,0,26,10913.78,Europe,CUST-00294,Delivered,8219.8,0.2468,True,False
ORD-102447,2023-05-29 15:56:38,PRD-0029,Industrial Equipment,Supplier-11,WH-North,430,410,13,273.36,2023-06-11 15:56:38,0,35,13333.25,Latin America,CUST-00276,Delivered,10672.08,0.1996,True,False
ORD-108589,2023-05-29 15:56:38,PRD-0027,Consumer Goods,Supplier-17,WH-South,716,426,12,161.17,2023-06-10 15:56:38,0,27,8701.29,Europe,CUST-00409,Delivered,6307.57,0.2751,True,False
ORD-105647,2023-05-29 22:48:04,PRD-0015,Electronics,Supplier-16,WH-Central,563,466,13,160.2,2023-06-11 22:48:04,0,35,4349.28,North America,CUST-00536,Delayed,3251.39,0.2524,True,False
ORD-105282,2023-05-29 22:48:04,PRD-0057,Automotive Parts,Supplier-15,WH-West,116,77,13,219.78,2023-06-11 22:48:04,0,5,207.45,Europe,CUST-00530,Delivered,174.74,0.1577,True,False
ORD-105583,2023-05-30 10:26:46,PRD-0009,Automotive Parts,Supplier-18,WH-West,548,476,22,225.42,2023-06-21 10:26:46,0,36,1644.65,North America,CUST-00623,Delivered,1421.59,0.1356,True,False
ORD-101194,2023-05-30 10:26:46,PRD-0039,Electronics,Supplier-13,WH-North,342,327,26,278.45,2023-06-25 10:26:46,0,24,11651.97,Europe,CUST-01229,Delivered,9062.06,0.2223,True,False
ORD-108912,2023-05-30 10:26:46,PRD-0044,Electronics,Supplier-01,WH-South,303,291,24,333.54,2023-06-23 10:26:46,0,18,2113.33,Asia Pacific,CUST-00405,Delivered,1160.79,0.4507,True,False
ORD-108476,2023-05-30 11:51:55,PRD-0058,Consumer Goods,Supplier-16,WH-Central,115,112,20,342.66,2023-06-19 11:51:55,5,7,2666.41,Asia Pacific,CUST-00765,Delivered,1765.98,0.3377,False,False
ORD-100587,2023-05-30 16:42:24,PRD-0003,Industrial Equipment,Supplier-05,WH-North,593,450,26,268.36,2023-06-25 16:42:24,0,28,5616.03,Europe,CUST-00007,Delivered,4206.9,0.2509,True,False
ORD-102488,2023-05-30 16:42:24,PRD-0012,Industrial Equipment,Supplier-15,WH-South,90,72,15,284.03,2023-06-14 16:42:24,0,2,796.87,Europe,CUST-00704,Delivered,620.23,0.2217,True,False
ORD-102531,2023-05-30 19:39:47,PRD-0050,Industrial Equipment,Supplier-08,WH-Central,258,258,17,381.43,2023-06-16 19:39:47,0,16,8522.28,North America,CUST-01086,Delivered,6040.93,0.2912,True,False
ORD-102452,2023-05-30 19:39:47,PRD-0002,Packaging Materials,Supplier-16,WH-Central,172,131,19,170.71,2023-06-18 19:39:47,4,12,2917.99,Latin America,CUST-00986,Delivered,2366.78,0.1889,False,False
ORD-106652,2023-05-30 19:56:21,PRD-0042,Consumer Goods,Supplier-04,WH-South,97,110,19,403.39,2023-06-18 19:56:21,7,4,664.03,Asia Pacific,CUST-01113,Delivered,363.32,0.4529,False,True
ORD-104876,2023-05-30 22:00:06,PRD-0019,Electronics,Supplier-07,WH-Central,141,91,16,150.16,2023-06-15 22:00:06,1,10,185.09,Europe,CUST-00159,Delivered,135.54,0.2677,False,False
ORD-100066,2023-05-31 00:00:49,PRD-0017,Industrial Equipment,Supplier-09,WH-East,605,452,10,184.07,2023-06-10 00:00:49,2,24,6916.59,North America,CUST-00671,Delivered,5329.11,0.2295,False,False
ORD-108791,2023-05-31 11:04:49,PRD-0030,Raw Materials,Supplier-03,WH-West,626,456,30,248.75,2023-06-30 11:04:49,4,25,1282.17,North America,CUST-00281,Delivered,1134.31,0.1153,False,False
ORD-105042,2023-05-31 14:58:50,PRD-0003,Industrial Equipment,Supplier-05,WH-South,692,450,27,372.14,2023-06-27 14:58:50,0,28,5920.37,Latin America,CUST-01250,Delivered,4206.9,0.2894,True,False
ORD-105731,2023-05-31 14:58:50,PRD-0023,Packaging Materials,Supplier-06,WH-Central,333,231,15,153.28,2023-06-15 14:58:50,3,14,4154.25,Asia Pacific,CUST-00830,Delivered,2958.27,0.2879,False,False
ORD-100727,2023-06-01 02:24:55,PRD-0007,Automotive Parts,Supplier-05,WH-East,254,339,31,689.52,2023-07-02 02:24:55,4,22,6221.14,North America,CUST-00040,Delivered,4550.69,0.2685,False,True
ORD-107139,2023-06-01 02:34:29,PRD-0033,Industrial Equipment,Supplier-11,WH-North,296,194,17,208.57,2023-06-18 02:34:29,0,14,420.3,Middle East & Africa,CUST-00992,Delivered,273.6,0.349,True,False
ORD-104177,2023-06-01 05:23:33,PRD-0053,Consumer Goods,Supplier-18,WH-North,339,358,26,231.58,2023-06-27 05:23:33,1,22,4723.95,Latin America,CUST-00418,Delivered,2992.44,0.3665,False,True
ORD-101003,2023-06-01 08:02:13,PRD-0038,Consumer Goods,Supplier-01,WH-East,245,339,30,376.98,2023-07-01 08:02:13,5,25,4702.5,Asia Pacific,CUST-00888,Delivered,2999.47,0.3622,False,True
ORD-104669,2023-06-01 11:17:16,PRD-0008,Packaging Materials,Supplier-05,WH-Central,315,307,28,609.5,2023-06-29 11:17:16,1,13,5365.5,Asia Pacific,CUST-01314,Delivered,4321.23,0.1946,False,False
ORD-106692,2023-06-01 19:50:24,PRD-0039,Electronics,Supplier-13,WH-North,332,327,30,344.81,2023-07-01 19:50:24,1,23,10776.85,Asia Pacific,CUST-01256,Delivered,8684.48,0.1942,False,False
