country,product,date,price_with_tax,price_wo_tax,is_forecast,price_with_tax_lower80,price_with_tax_upper80
CZ,diesel,2025-01-20,1431.1158713158,788.039985719386,False,,
CZ,diesel,2025-01-27,1448.848697314955,801.0126683132818,False,,
CZ,diesel,2025-02-03,1426.0315197592458,784.5414587788073,False,,
CZ,diesel,2025-02-10,1434.331751286244,788.5570135205201,False,,
CZ,diesel,2025-02-17,1438.89687100894,792.0605842911878,False,,
CZ,diesel,2025-02-24,1437.834171255287,791.2772324634906,False,,
CZ,diesel,2025-03-03,1420.847113200781,777.7921663943898,False,,
CZ,diesel,2025-03-10,1410.385863685539,766.9223063669513,False,,
CZ,diesel,2025-03-17,1382.544437787098,745.1551827441581,False,,
CZ,diesel,2025-03-24,1375.490588706448,738.2907488986784,False,,
CZ,diesel,2025-03-31,1375.8112330742729,738.4280105760756,False,,
CZ,diesel,2025-04-07,1363.9611033935305,732.3210954554476,False,,
CZ,diesel,2025-04-14,1335.0724868567788,707.077823801179,False,,
CZ,diesel,2025-04-21,1328.8416170178737,700.3594705905874,False,,
CZ,diesel,2025-04-28,1326.6450398494133,697.9066041891945,False,,
CZ,diesel,2025-05-05,1321.1804858462156,692.3665930536035,False,,
CZ,diesel,2025-05-12,1306.8855084067254,681.7522017614091,False,,
CZ,diesel,2025-05-19,1307.544063917774,681.1289998795519,False,,
CZ,diesel,2025-05-26,1309.4835907335907,682.0407014157014,False,,
CZ,diesel,2025-06-02,1306.31752279208,679.986746455681,False,,
CZ,diesel,2025-06-09,1311.2572096962854,682.3607469850361,False,,
CZ,diesel,2025-06-16,1316.6814623517068,686.6653216043902,False,,
CZ,diesel,2025-06-23,1355.8040382913684,720.2900008044405,False,,
CZ,diesel,2025-06-30,1366.4026509334842,727.1732805301868,False,,
CZ,diesel,2025-07-07,1370.2741116751267,728.397157360406,False,,
CZ,diesel,2025-07-14,1378.7325543654656,735.7643622200583,False,,
CZ,diesel,2025-07-21,1381.3876025672273,737.4668941424974,False,,
CZ,diesel,2025-07-28,1385.040650406504,740.190243902439,False,,
CZ,diesel,2025-08-04,1385.729395492637,740.4633471645919,False,,
CZ,diesel,2025-08-11,1383.858187313646,737.2801535759507,False,,
CZ,diesel,2025-08-18,1362.4698622859712,719.4046013648808,False,,
CZ,diesel,2025-08-25,1348.0280312907432,708.6782920469361,False,,
CZ,diesel,2025-09-01,1351.409978308026,709.631645725044,False,,
CZ,diesel,2025-09-08,1361.282114421735,716.6707707461217,False,,
CZ,diesel,2025-09-15,1365.8486455378795,719.7899453282362,False,,
CZ,diesel,2025-09-22,1370.8101422387138,722.6761492475778,False,,
CZ,diesel,2025-09-29,1369.846103201383,722.673031026253,False,,
CZ,diesel,2025-10-06,1369.261148593056,722.2905223189455,False,,
CZ,diesel,2025-10-13,1366.409393217834,720.773937525574,False,,
CZ,diesel,2025-10-20,1358.336764100453,712.9587729535332,False,,
CZ,diesel,2025-10-27,1356.41162685524,711.9235169378505,False,,
CZ,diesel,2025-11-03,1370.9684046181028,724.2228318391155,False,,
CZ,diesel,2025-11-10,1390.2067375010297,739.1626351798869,False,,
CZ,diesel,2025-11-17,1417.4355579461292,759.7499563165574,False,,
CZ,diesel,2025-11-24,1437.833588481112,776.6078327917498,False,,
CZ,diesel,2025-12-01,1431.0822546627517,771.2325194871596,False,,
CZ,diesel,2025-12-08,1401.598813252019,748.3411818713074,False,,
CZ,diesel,2025-12-15,1377.5875550434175,729.020239924168,False,,
CZ,diesel,2025-12-22,1345.5180921052631,702.870133753806,False,,
CZ,diesel,2025-12-29,1345.0434496108069,701.8207277669408,False,,
CZ,diesel,2026-01-05,1343.3767307294895,698.986710935085,False,,
CZ,diesel,2026-01-12,1332.3040184453228,691.4103757662866,False,,
CZ,diesel,2026-01-19,1331.329765335529,690.6389392635134,False,,
CZ,diesel,2026-01-26,1341.4292194136322,698.326830520067,False,,
CZ,diesel,2026-02-02,1350.2571487348284,706.53421310787,False,,
CZ,diesel,2026-02-09,1362.3487632654749,715.0396705817955,False,,
CZ,diesel,2026-02-16,1357.1458015581843,711.4510453477435,False,,
CZ,diesel,2026-02-23,1362.5067085001858,715.271975306578,False,,
CZ,diesel,2026-03-02,1379.5007003378098,730.1796228594075,False,,
CZ,diesel,2026-03-09,1603.6911922221304,915.4610211109122,False,,
CZ,diesel,2026-03-16,1740.9150433786217,1031.5866442817735,False,,
CZ,diesel,2026-03-23,1934.029641250052,1187.6049775791946,False,,
CZ,diesel,2026-03-30,1966.605579311749,1220.0810795801633,False,,
CZ,diesel,2026-04-06,1976.845623904448,1228.147484831977,False,,
CZ,diesel,2026-04-13,1869.18533103618,1216.1653001046193,False,,
CZ,diesel,2026-04-20,1756.1035859854255,1121.5051945086866,False,,
CZ,diesel,2026-04-27,1707.4762901835202,1082.2381401718312,False,,
CZ,diesel,2026-05-04,1763.9076784323372,1129.3610516226545,False,,
CZ,diesel,2026-05-11,1750.462335100481,1117.4393988641757,False,,
CZ,diesel,2026-05-18,1672.9986431478967,1053.2573795186352,False,,
CZ,diesel,2026-05-25,1677.4805226926087,1056.119582780728,False,,
CZ,diesel,2026-06-01,1583.611282684785,978.8952470405668,False,,
CZ,diesel,2026-06-08,1576.7405389789938,972.4818047777742,False,,
CZ,diesel,2026-06-15,1566.3878075043483,962.7619994893324,False,,
CZ,diesel,2026-06-22,1473.007605820106,886.2191312475403,False,,
CZ,diesel,2026-06-29,1445.1817657241777,864.1779717423634,False,,
CZ,diesel,2026-07-06,1469.677526182887,882.9872216769295,False,,
CZ,diesel,2026-07-13,1516.198169977743,922.8692149271282,False,,
CZ,diesel,2026-07-20,1707.1930549813972,999.576,False,,
CZ,diesel,2026-07-27,1814.456035767512,1087.6444980902372,False,,
CZ,diesel,2026-08-03,1702.790503418585,975.9789657413112,True,1587.6027993578684,1771.0073440655988
CZ,diesel,2026-08-10,1702.573100063193,975.7615623859186,True,1587.6027993578684,1771.0073440655988
CZ,diesel,2026-08-17,1701.5342278882172,974.7226902109433,True,1587.6027993578684,1771.0073440655988
CZ,diesel,2026-08-24,1701.0904061478486,974.2788684705744,True,1587.6027993578684,1771.0073440655988
CZ,diesel,2026-08-31,1701.733578475404,974.9220407981296,True,1587.6027993578684,1771.1482268028856
CZ,diesel,2026-09-07,1705.0728797104568,978.2613420331828,True,1595.6820663780034,1767.750465310739
CZ,diesel,2026-09-14,1705.7236259306287,978.9120882533546,True,1595.4675006744574,1767.6134990170592
CZ,diesel,2026-09-21,1705.7236259306287,978.9120882533546,True,1595.210532104943,1767.534035671183
CZ,diesel,2026-09-28,1707.676646791354,980.86510911408,True,1595.210532104943,1767.37945342882
CZ,diesel,2026-10-05,1716.4611662425114,989.6496285652372,True,1587.3010185044382,1773.1863984195743
CZ,diesel,2026-10-12,1716.0197640783497,989.2082264010754,True,1587.801760420781,1773.568126872838
CZ,diesel,2026-10-19,1714.9084052278763,988.0968675506022,True,1587.8293110428908,1774.1572226304286
CZ,euro95,2005-01-03,827.97,305.79,False,,
CZ,euro95,2005-01-10,818.45,296.31,False,,
CZ,euro95,2005-01-17,807.21,288.53,False,,
CZ,euro95,2005-01-24,804.25,284.79,False,,
CZ,euro95,2005-01-31,809.36,287.29,False,,
CZ,euro95,2005-02-07,818.66,292.62,False,,
CZ,euro95,2005-02-14,812.9,289.35,False,,
CZ,euro95,2005-02-21,825.48,297.97,False,,
CZ,euro95,2005-02-28,832.03,301.11,False,,
CZ,euro95,2005-03-07,845.18,309.56,False,,
CZ,euro95,2005-03-14,845.86,311.01,False,,
CZ,euro95,2005-03-21,832.84,307.08,False,,
CZ,euro95,2005-04-04,876.68,342.31,False,,
CZ,euro95,2005-04-11,913.34,371.48,False,,
CZ,euro95,2005-04-18,912.02,374.23,False,,
CZ,euro95,2005-04-25,908.45,373.35,False,,
CZ,euro95,2005-05-02,912.49,377.13,False,,
CZ,euro95,2005-05-09,931.59,386.2,False,,
CZ,euro95,2005-05-16,920.31,380.73,False,,
CZ,euro95,2005-05-23,913.55,377.63,False,,
CZ,euro95,2005-05-30,909.01,375.39,False,,
CZ,euro95,2005-06-06,923.48,383.5,False,,
CZ,euro95,2005-06-13,944.26,398.79,False,,
CZ,euro95,2005-06-20,945.78,399.68,False,,
CZ,euro95,2005-06-27,954.63,407.2,False,,
CZ,euro95,2005-07-04,953.39,406.67,False,,
CZ,euro95,2005-07-11,952.7,408.09,False,,
CZ,euro95,2005-07-18,983.32,433.72,False,,
CZ,euro95,2005-07-25,982.05,433.08,False,,
CZ,euro95,2005-08-01,985.4,434.36,False,,
CZ,euro95,2005-08-08,1004.54,443.23,False,,
CZ,euro95,2005-08-15,1007.68,444.32,False,,
CZ,euro95,2005-08-22,1006.89,444.13,False,,
CZ,euro95,2005-08-29,1001.86,442.13,False,,
CZ,euro95,2005-09-05,1107.61,523.3,False,,
CZ,euro95,2005-09-12,1151.9,562.37,False,,
CZ,euro95,2005-09-19,1142.72,554.45,False,,
CZ,euro95,2005-09-26,1111.8,533.17,False,,
CZ,euro95,2005-10-03,1102.71,526.61,False,,
CZ,euro95,2005-10-10,1103.14,526.63,False,,
CZ,euro95,2005-10-17,1093.65,520.32,False,,
CZ,euro95,2005-10-24,1074.93,505.63,False,,
CZ,euro95,2005-11-07,1065.83,492.0,False,,
CZ,euro95,2005-11-14,1046.32,474.53,False,,
CZ,euro95,2005-11-21,1021.23,453.4,False,,
CZ,euro95,2005-11-28,1014.12,443.41,False,,
CZ,euro95,2005-12-05,1002.45,433.48,False,,
CZ,euro95,2005-12-12,982.26,418.42,False,,
CZ,euro95,2005-12-19,981.16,415.28,False,,
CZ,euro95,2006-01-09,970.65,404.95,False,,
CZ,euro95,2006-01-16,977.11,409.94,False,,
CZ,euro95,2006-01-23,986.86,415.41,False,,
CZ,euro95,2006-01-30,1004.86,427.43,False,,
CZ,euro95,2006-02-06,1006.0,427.53,False,,
CZ,euro95,2006-02-13,1000.32,423.96,False,,
CZ,euro95,2006-02-20,994.05,418.59,False,,
CZ,euro95,2006-02-27,989.91,414.08,False,,
CZ,euro95,2006-03-06,978.42,407.45,False,,
CZ,euro95,2006-03-13,970.56,405.06,False,,
CZ,euro95,2006-03-20,981.11,410.33,False,,
CZ,euro95,2006-03-27,1004.53,431.18,False,,
CZ,euro95,2006-04-03,1011.96,433.92,False,,
CZ,euro95,2006-04-10,1030.99,452.71,False,,
CZ,euro95,2006-04-24,1084.59,494.31,False,,
CZ,euro95,2006-05-01,1090.92,500.14,False,,
CZ,euro95,2006-05-08,1097.32,502.82,False,,
CZ,euro95,2006-05-15,1089.58,499.01,False,,
CZ,euro95,2006-05-22,1092.26,499.33,False,,
CZ,euro95,2006-05-29,1093.0,498.67,False,,
CZ,euro95,2006-06-05,1085.19,494.11,False,,
CZ,euro95,2006-06-12,1095.01,501.84,False,,
CZ,euro95,2006-06-19,1090.3,501.0,False,,
CZ,euro95,2006-06-26,1088.58,499.74,False,,
CZ,euro95,2006-07-03,1089.81,499.79,False,,
CZ,euro95,2006-07-10,1115.58,521.27,False,,
CZ,euro95,2006-07-17,1113.8,519.72,False,,
CZ,euro95,2006-07-24,1121.79,526.29,False,,
CZ,euro95,2006-07-31,1115.89,522.68,False,,
CZ,euro95,2006-08-07,1125.42,526.97,False,,
CZ,euro95,2006-08-14,1130.77,529.14,False,,
CZ,euro95,2006-08-21,1129.26,528.17,False,,
CZ,euro95,2006-08-28,1123.03,523.2,False,,
CZ,euro95,2006-09-04,1114.12,516.23,False,,
CZ,euro95,2006-09-11,1094.03,501.61,False,,
CZ,euro95,2006-09-18,1076.38,487.96,False,,
CZ,euro95,2006-09-25,1054.58,470.07,False,,
CZ,euro95,2006-10-02,1047.94,462.07,False,,
CZ,euro95,2006-10-09,1033.2,448.26,False,,
CZ,euro95,2006-10-16,1018.06,437.01,False,,
CZ,euro95,2006-10-23,1007.63,428.72,False,,
CZ,euro95,2006-10-30,1001.9,424.3,False,,
CZ,euro95,2006-11-06,1013.03,427.37,False,,
CZ,euro95,2006-11-13,1001.78,420.63,False,,
CZ,euro95,2006-11-20,999.29,416.96,False,,
CZ,euro95,2006-11-27,996.33,415.0,False,,
CZ,euro95,2006-12-04,993.93,412.42,False,,
CZ,euro95,2006-12-11,994.77,411.53,False,,
CZ,euro95,2006-12-18,999.82,412.74,False,,
CZ,euro95,2007-01-08,993.09,406.31,False,,
CZ,euro95,2007-01-15,980.12,397.19,False,,
CZ,euro95,2007-01-22,969.29,388.71,False,,
CZ,euro95,2007-01-29,948.4,377.34,False,,
CZ,euro95,2007-02-05,942.89,371.56,False,,
CZ,euro95,2007-02-12,932.82,365.67,False,,
CZ,euro95,2007-02-19,941.87,371.02,False,,
CZ,euro95,2007-02-26,932.12,366.46,False,,
CZ,euro95,2007-03-05,949.06,377.5,False,,
CZ,euro95,2007-03-12,974.68,399.77,False,,
CZ,euro95,2007-03-19,1000.97,414.92,False,,
CZ,euro95,2007-03-26,995.06,412.35,False,,
CZ,euro95,2007-04-02,1003.9,419.86,False,,
CZ,euro95,2007-04-16,1033.04,444.69,False,,
CZ,euro95,2007-04-23,1038.46,450.19,False,,
CZ,euro95,2007-04-30,1035.49,449.15,False,,
CZ,euro95,2007-05-07,1062.8,472.75,False,,
CZ,euro95,2007-05-14,1062.5,474.31,False,,
CZ,euro95,2007-05-21,1067.68,476.81,False,,
CZ,euro95,2007-05-28,1080.0,489.57,False,,
CZ,euro95,2007-06-04,1080.39,489.85,False,,
CZ,euro95,2007-06-11,1074.68,486.82,False,,
CZ,euro95,2007-06-18,1066.96,482.6,False,,
CZ,euro95,2007-06-25,1063.13,481.09,False,,
CZ,euro95,2007-07-02,1068.97,486.27,False,,
CZ,euro95,2007-07-09,1071.98,487.92,False,,
CZ,euro95,2007-07-16,1091.65,497.57,False,,
CZ,euro95,2007-07-23,1092.44,498.04,False,,
CZ,euro95,2007-07-30,1100.05,501.93,False,,
CZ,euro95,2007-08-06,1096.23,499.36,False,,
CZ,euro95,2007-08-13,1094.92,497.93,False,,
CZ,euro95,2007-08-20,1105.92,501.9,False,,
CZ,euro95,2007-08-27,1097.38,496.4,False,,
CZ,euro95,2007-09-03,1098.81,495.47,False,,
CZ,euro95,2007-09-10,1100.14,495.51,False,,
CZ,euro95,2007-09-17,1101.41,495.04,False,,
CZ,euro95,2007-09-24,1096.56,491.98,False,,
CZ,euro95,2007-10-01,1097.5,492.32,False,,
CZ,euro95,2007-10-08,1097.66,492.06,False,,
CZ,euro95,2007-10-15,1095.81,490.66,False,,
CZ,euro95,2007-10-22,1107.55,495.65,False,,
CZ,euro95,2007-10-29,1120.83,502.08,False,,
CZ,euro95,2007-11-05,1118.78,501.22,False,,
CZ,euro95,2007-11-12,1160.93,531.21,False,,
CZ,euro95,2007-11-19,1167.76,537.74,False,,
CZ,euro95,2007-11-26,1164.21,535.96,False,,
CZ,euro95,2007-12-03,1186.3,545.71,False,,
CZ,euro95,2007-12-10,1195.17,548.93,False,,
CZ,euro95,2007-12-17,1172.91,537.07,False,,
CZ,euro95,2008-01-07,1182.33,540.69,False,,
CZ,euro95,2008-01-14,1211.33,560.16,False,,
CZ,euro95,2008-01-21,1183.97,545.07,False,,
CZ,euro95,2008-01-28,1194.48,546.44,False,,
CZ,euro95,2008-02-04,1193.55,543.2,False,,
CZ,euro95,2008-02-11,1191.19,539.42,False,,
CZ,euro95,2008-02-18,1205.95,544.2,False,,
CZ,euro95,2008-02-25,1240.76,569.04,False,,
CZ,euro95,2008-03-03,1234.36,564.96,False,,
CZ,euro95,2008-03-10,1230.06,560.84,False,,
CZ,euro95,2008-03-17,1229.76,560.14,False,,
CZ,euro95,2008-03-31,1212.12,551.25,False,,
CZ,euro95,2008-04-07,1226.83,557.7,False,,
CZ,euro95,2008-04-14,1234.12,562.35,False,,
CZ,euro95,2008-04-21,1226.3,558.61,False,,
CZ,euro95,2008-04-28,1224.08,558.07,False,,
CZ,euro95,2008-05-05,1246.09,577.79,False,,
CZ,euro95,2008-05-12,1261.6,585.61,False,,
CZ,euro95,2008-05-19,1285.48,607.68,False,,
CZ,euro95,2008-05-26,1296.18,617.58,False,,
CZ,euro95,2008-06-02,1312.22,630.78,False,,
CZ,euro95,2008-06-09,1335.38,641.91,False,,
CZ,euro95,2008-06-16,1358.47,652.55,False,,
CZ,euro95,2008-06-23,1362.4,654.09,False,,
CZ,euro95,2008-06-30,1373.71,658.83,False,,
CZ,euro95,2008-07-07,1391.59,666.65,False,,
CZ,euro95,2008-07-14,1404.12,671.99,False,,
CZ,euro95,2008-07-21,1420.63,678.29,False,,
CZ,euro95,2008-07-28,1368.98,650.73,False,,
CZ,euro95,2008-08-04,1335.04,628.43,False,,
CZ,euro95,2008-08-11,1316.17,614.75,False,,
CZ,euro95,2008-08-18,1280.15,592.95,False,,
CZ,euro95,2008-08-25,1280.02,590.44,False,,
CZ,euro95,2008-09-01,1255.25,577.72,False,,
CZ,euro95,2008-09-08,1255.71,580.44,False,,
CZ,euro95,2008-09-15,1282.89,591.08,False,,
CZ,euro95,2008-09-22,1296.07,597.34,False,,
CZ,euro95,2008-09-29,1252.06,570.95,False,,
CZ,euro95,2008-10-06,1238.22,560.68,False,,
CZ,euro95,2008-10-13,1233.72,556.48,False,,
CZ,euro95,2008-10-20,1183.42,520.61,False,,
CZ,euro95,2008-10-27,1198.68,527.32,False,,
CZ,euro95,2008-11-03,1157.58,485.11,False,,
CZ,euro95,2008-11-10,1067.42,428.51,False,,
CZ,euro95,2008-11-17,1037.17,405.34,False,,
CZ,euro95,2008-11-24,1014.89,386.4,False,,
CZ,euro95,2008-12-01,964.98,348.64,False,,
CZ,euro95,2008-12-08,948.93,336.94,False,,
CZ,euro95,2008-12-15,912.72,314.34,False,,
CZ,euro95,2009-01-05,845.85,268.35,False,,
CZ,euro95,2009-01-12,841.66,261.67,False,,
CZ,euro95,2009-01-19,864.15,298.87,False,,
CZ,euro95,2009-01-26,858.87,294.49,False,,
CZ,euro95,2009-02-02,859.41,301.32,False,,
CZ,euro95,2009-02-09,870.18,305.33,False,,
CZ,euro95,2009-02-16,854.37,311.79,False,,
CZ,euro95,2009-02-23,905.66,344.91,False,,
CZ,euro95,2009-03-02,904.46,341.54,False,,
CZ,euro95,2009-03-09,921.92,346.36,False,,
CZ,euro95,2009-03-16,966.52,365.8,False,,
CZ,euro95,2009-03-23,947.58,354.82,False,,
CZ,euro95,2009-03-30,923.08,344.66,False,,
CZ,euro95,2009-04-06,983.66,380.79,False,,
CZ,euro95,2009-04-20,963.17,371.16,False,,
CZ,euro95,2009-04-27,991.85,388.98,False,,
CZ,euro95,2009-05-04,990.65,387.99,False,,
CZ,euro95,2009-05-11,983.11,383.81,False,,
CZ,euro95,2009-05-18,1013.15,411.57,False,,
CZ,euro95,2009-05-25,1031.07,422.72,False,,
CZ,euro95,2009-06-01,1042.3,433.81,False,,
CZ,euro95,2009-06-08,1032.33,428.99,False,,
CZ,euro95,2009-06-15,1071.35,459.15,False,,
CZ,euro95,2009-06-22,1117.99,484.44,False,,
CZ,euro95,2009-06-29,1130.86,495.27,False,,
CZ,euro95,2009-07-06,1125.03,489.21,False,,
CZ,euro95,2009-07-13,1108.46,476.58,False,,
CZ,euro95,2009-07-20,1105.0,470.33,False,,
CZ,euro95,2009-07-27,1107.54,466.7,False,,
CZ,euro95,2009-08-03,1111.23,473.01,False,,
CZ,euro95,2009-08-10,1112.86,474.08,False,,
CZ,euro95,2009-08-17,1137.44,496.65,False,,
CZ,euro95,2009-08-24,1144.85,496.65,False,,
CZ,euro95,2009-08-31,1141.43,492.6,False,,
CZ,euro95,2009-09-07,1130.41,485.4,False,,
CZ,euro95,2009-09-14,1123.08,478.63,False,,
CZ,euro95,2009-09-21,1123.06,473.29,False,,
CZ,euro95,2009-09-28,1106.17,460.68,False,,
CZ,euro95,2009-10-05,1086.52,448.04,False,,
CZ,euro95,2009-10-12,1063.51,435.17,False,,
CZ,euro95,2009-10-19,1063.8,434.77,False,,
CZ,euro95,2009-10-26,1079.24,449.7,False,,
CZ,euro95,2009-11-02,1075.88,456.67,False,,
CZ,euro95,2009-11-09,1123.58,481.29,False,,
CZ,euro95,2009-11-16,1124.15,480.53,False,,
CZ,euro95,2009-11-23,1105.79,471.1,False,,
CZ,euro95,2009-11-30,1098.83,470.36,False,,
CZ,euro95,2009-12-07,1110.78,473.05,False,,
CZ,euro95,2009-12-14,1106.28,469.56,False,,
CZ,euro95,2009-12-21,1079.97,458.39,False,,
CZ,euro95,2010-01-04,1126.35,450.13,False,,
CZ,euro95,2010-01-11,1158.71,475.37,False,,
CZ,euro95,2010-01-18,1197.73,502.14,False,,
CZ,euro95,2010-01-25,1184.35,493.32,False,,
CZ,euro95,2010-02-01,1175.87,487.28,False,,
CZ,euro95,2010-02-08,1166.08,481.06,False,,
CZ,euro95,2010-02-15,1171.22,482.21,False,,
CZ,euro95,2010-02-22,1179.53,484.3,False,,
CZ,euro95,2010-03-01,1187.14,494.16,False,,
CZ,euro95,2010-03-08,1213.5,509.26,False,,
CZ,euro95,2010-03-15,1232.99,523.77,False,,
CZ,euro95,2010-03-22,1241.98,530.76,False,,
CZ,euro95,2010-03-29,1239.03,528.06,False,,
CZ,euro95,2010-04-12,1266.4,545.1,False,,
CZ,euro95,2010-04-19,1274.57,553.63,False,,
CZ,euro95,2010-04-26,1263.7,548.17,False,,
CZ,euro95,2010-05-03,1264.22,551.36,False,,
CZ,euro95,2010-05-10,1273.37,559.63,False,,
CZ,euro95,2010-05-17,1272.26,557.87,False,,
CZ,euro95,2010-05-24,1263.6,552.69,False,,
CZ,euro95,2010-05-31,1266.85,552.28,False,,
CZ,euro95,2010-06-07,1245.73,542.32,False,,
CZ,euro95,2010-06-14,1272.07,560.08,False,,
CZ,euro95,2010-06-21,1264.91,555.64,False,,
CZ,euro95,2010-06-28,1270.3,559.85,False,,
CZ,euro95,2010-07-05,1278.2,563.33,False,,
CZ,euro95,2010-07-12,1286.95,565.45,False,,
CZ,euro95,2010-07-19,1276.69,558.97,False,,
CZ,euro95,2010-07-26,1287.24,561.66,False,,
CZ,euro95,2010-08-02,1303.69,566.15,False,,
CZ,euro95,2010-08-09,1290.78,557.24,False,,
CZ,euro95,2010-08-16,1281.17,551.01,False,,
CZ,euro95,2010-08-23,1278.57,547.84,False,,
CZ,euro95,2010-08-30,1270.32,541.02,False,,
CZ,euro95,2010-09-06,1271.14,539.51,False,,
CZ,euro95,2010-09-13,1275.41,542.42,False,,
CZ,euro95,2010-09-20,1281.7,547.72,False,,
CZ,euro95,2010-09-27,1287.18,550.06,False,,
CZ,euro95,2010-10-04,1282.32,543.85,False,,
CZ,euro95,2010-10-11,1272.92,537.58,False,,
CZ,euro95,2010-10-18,1284.44,547.05,False,,
CZ,euro95,2010-10-25,1287.92,549.4,False,,
CZ,euro95,2010-11-08,1276.79,541.51,False,,
CZ,euro95,2010-11-15,1274.29,540.53,False,,
CZ,euro95,2010-11-22,1286.61,552.02,False,,
CZ,euro95,2010-11-29,1276.6,545.21,False,,
CZ,euro95,2010-12-06,1274.01,548.96,False,,
CZ,euro95,2010-12-13,1312.78,583.81,False,,
CZ,euro95,2010-12-20,1307.74,581.57,False,,
CZ,euro95,2011-01-03,1341.44,606.07,False,,
CZ,euro95,2011-01-10,1357.03,609.92,False,,
CZ,euro95,2011-01-17,1382.95,624.82,False,,
CZ,euro95,2011-01-24,1384.74,623.79,False,,
CZ,euro95,2011-01-31,1377.91,618.18,False,,
CZ,euro95,2011-02-07,1381.01,617.4,False,,
CZ,euro95,2011-02-14,1375.66,616.57,False,,
CZ,euro95,2011-02-21,1359.47,607.91,False,,
CZ,euro95,2011-02-28,1382.75,625.04,False,,
CZ,euro95,2011-03-07,1411.33,646.1,False,,
CZ,euro95,2011-03-14,1408.45,645.99,False,,
CZ,euro95,2011-03-21,1400.4,642.34,False,,
CZ,euro95,2011-03-28,1392.13,636.94,False,,
CZ,euro95,2011-04-04,1397.0,639.36,False,,
CZ,euro95,2011-04-11,1425.74,662.64,False,,
CZ,euro95,2011-04-18,1456.42,682.85,False,,
CZ,euro95,2011-05-02,1463.04,688.07,False,,
CZ,euro95,2011-05-09,1462.03,687.25,False,,
CZ,euro95,2011-05-16,1445.62,677.87,False,,
CZ,euro95,2011-05-23,1433.02,670.74,False,,
CZ,euro95,2011-05-30,1425.93,664.38,False,,
CZ,euro95,2011-06-06,1439.51,672.08,False,,
CZ,euro95,2011-06-13,1446.63,673.45,False,,
CZ,euro95,2011-06-20,1443.15,670.4,False,,
CZ,euro95,2011-06-27,1422.18,659.83,False,,
CZ,euro95,2011-07-04,1431.79,664.28,False,,
CZ,euro95,2011-07-11,1425.19,656.64,False,,
CZ,euro95,2011-07-18,1421.96,658.85,False,,
CZ,euro95,2011-07-25,1447.39,679.67,False,,
CZ,euro95,2011-08-01,1458.44,683.91,False,,
CZ,euro95,2011-08-08,1450.65,678.21,False,,
CZ,euro95,2011-08-22,1406.81,648.11,False,,
CZ,euro95,2011-08-29,1421.59,652.39,False,,
CZ,euro95,2011-09-05,1396.49,638.85,False,,
CZ,euro95,2011-09-12,1416.32,656.66,False,,
CZ,euro95,2011-09-19,1416.52,659.12,False,,
CZ,euro95,2011-09-26,1411.83,656.16,False,,
CZ,euro95,2011-10-03,1399.83,650.41,False,,
CZ,euro95,2011-10-10,1400.56,648.98,False,,
CZ,euro95,2011-10-17,1402.59,650.29,False,,
CZ,euro95,2011-10-24,1390.24,644.56,False,,
CZ,euro95,2011-10-31,1406.03,653.97,False,,
CZ,euro95,2011-11-07,1391.34,645.77,False,,
CZ,euro95,2011-11-14,1354.89,630.3,False,,
CZ,euro95,2011-11-21,1373.97,643.38,False,,
CZ,euro95,2011-11-28,1363.78,637.98,False,,
CZ,euro95,2011-12-05,1393.74,650.83,False,,
CZ,euro95,2011-12-12,1366.76,636.97,False,,
CZ,euro95,2011-12-19,1379.49,641.9,False,,
CZ,euro95,2012-01-09,1376.37,649.64,False,,
CZ,euro95,2012-01-16,1392.65,658.89,False,,
CZ,euro95,2012-01-23,1430.04,685.17,False,,
CZ,euro95,2012-01-30,1432.73,685.83,False,,
CZ,euro95,2012-02-06,1446.6,691.49,False,,
CZ,euro95,2012-02-13,1440.81,687.99,False,,
CZ,euro95,2012-02-20,1451.36,693.95,False,,
CZ,euro95,2012-02-27,1452.85,698.5,False,,
CZ,euro95,2012-03-05,1471.51,708.1,False,,
CZ,euro95,2012-03-12,1490.58,719.41,False,,
CZ,euro95,2012-03-19,1506.22,731.8,False,,
CZ,euro95,2012-03-26,1512.75,739.31,False,,
CZ,euro95,2012-04-02,1507.21,737.7,False,,
CZ,euro95,2012-04-16,1519.91,748.62,False,,
CZ,euro95,2012-04-23,1511.52,746.88,False,,
CZ,euro95,2012-04-30,1516.31,747.24,False,,
CZ,euro95,2012-05-07,1500.5,737.33,False,,
CZ,euro95,2012-05-14,1470.64,719.93,False,,
CZ,euro95,2012-05-21,1470.21,716.15,False,,
CZ,euro95,2012-05-28,1459.13,708.61,False,,
CZ,euro95,2012-06-04,1431.16,693.66,False,,
CZ,euro95,2012-06-11,1437.21,692.07,False,,
CZ,euro95,2012-06-18,1419.02,678.85,False,,
CZ,euro95,2012-06-25,1393.91,664.17,False,,
CZ,euro95,2012-07-02,1410.19,671.93,False,,
CZ,euro95,2012-07-09,1391.49,656.75,False,,
CZ,euro95,2012-07-16,1412.75,671.54,False,,
CZ,euro95,2012-07-23,1410.18,673.18,False,,
CZ,euro95,2012-07-30,1448.1,698.39,False,,
CZ,euro95,2012-08-06,1451.15,698.92,False,,
CZ,euro95,2012-08-13,1462.56,708.16,False,,
CZ,euro95,2012-08-20,1500.06,734.49,False,,
CZ,euro95,2012-08-27,1530.89,758.94,False,,
